,loss,loss,,mean,,thresh
911:,loss,0.374,reward_mean,255.5,reward_threshold,304.1
912:,loss,0.342,reward_mean,258.8,reward_threshold,307.6
913:,loss,0.39,reward_mean,266.9,reward_threshold,308.8
914:,loss,0.386,reward_mean,264.6,reward_threshold,309.2
915:,loss,0.335,reward_mean,275.7,reward_threshold,309.8
916:,loss,0.395,reward_mean,280.9,reward_threshold,309.3
917:,loss,0.411,reward_mean,277.3,reward_threshold,308.5
918:,loss,0.403,reward_mean,276,reward_threshold,308
919:,loss,0.397,reward_mean,278.2,reward_threshold,308.9
920:,loss,0.448,reward_mean,276.7,reward_threshold,306
921:,loss,0.45,reward_mean,273.5,reward_threshold,307.6
922:,loss,0.413,reward_mean,269.1,reward_threshold,304.3
923:,loss,0.477,reward_mean,271.1,reward_threshold,305.3
924:,loss,0.454,reward_mean,265.6,reward_threshold,306.5
925:,loss,0.446,reward_mean,270.2,reward_threshold,302.3
926:,loss,0.542,reward_mean,265.4,reward_threshold,301.5
927:,loss,0.502,reward_mean,265.3,reward_threshold,299.5
928:,loss,0.482,reward_mean,266,reward_threshold,303.2
929:,loss,0.521,reward_mean,259.9,reward_threshold,301.8
930:,loss,0.464,reward_mean,265.6,reward_threshold,302.3
931:,loss,0.487,reward_mean,264.3,reward_threshold,301.2
932:,loss,0.492,reward_mean,274.9,reward_threshold,306.2
933:,loss,0.488,reward_mean,270.1,reward_threshold,304.4
934:,loss,0.402,reward_mean,271.1,reward_threshold,304
935:,loss,0.437,reward_mean,274.6,reward_threshold,308.9
936:,loss,0.521,reward_mean,274.4,reward_threshold,301.2
937:,loss,0.424,reward_mean,277.9,reward_threshold,309.2
938:,loss,0.409,reward_mean,278.2,reward_threshold,310.5
939:,loss,0.399,reward_mean,278.3,reward_threshold,308.3
940:,loss,0.365,reward_mean,277.7,reward_threshold,307.4
941:,loss,0.396,reward_mean,276.1,reward_threshold,308.1
942:,loss,0.412,reward_mean,275.4,reward_threshold,308.7
943:,loss,0.404,reward_mean,276.2,reward_threshold,309.1
944:,loss,0.327,reward_mean,281.8,reward_threshold,311.1
945:,loss,0.389,reward_mean,280.1,reward_threshold,311.6
946:,loss,0.372,reward_mean,282.8,reward_threshold,312.7
947:,loss,0.345,reward_mean,279.7,reward_threshold,310.8
948:,loss,0.401,reward_mean,276.1,reward_threshold,308
949:,loss,0.438,reward_mean,266.2,reward_threshold,305.7
950:,loss,0.455,reward_mean,258.4,reward_threshold,308.1
951:,loss,0.431,reward_mean,266,reward_threshold,310.3
952:,loss,0.439,reward_mean,259.1,reward_threshold,307.4
953:,loss,0.456,reward_mean,263.9,reward_threshold,310.4
954:,loss,0.341,reward_mean,244.3,reward_threshold,306.9
955:,loss,0.439,reward_mean,242.1,reward_threshold,306.5
956:,loss,0.613,reward_mean,239.8,reward_threshold,305.4
957:,loss,0.409,reward_mean,239.3,reward_threshold,308.7
958:,loss,0.378,reward_mean,247.1,reward_threshold,305.1
959:,loss,0.395,reward_mean,241.5,reward_threshold,308.6
960:,loss,0.285,reward_mean,249.1,reward_threshold,305.4
961:,loss,0.421,reward_mean,244.6,reward_threshold,304.5
962:,loss,0.391,reward_mean,257.3,reward_threshold,311.1
963:,loss,0.396,reward_mean,253.8,reward_threshold,309.3
964:,loss,0.379,reward_mean,254.2,reward_threshold,309.4
965:,loss,0.387,reward_mean,266.6,reward_threshold,310.7
966:,loss,0.285,reward_mean,273.4,reward_threshold,311
967:,loss,0.434,reward_mean,266.4,reward_threshold,308
968:,loss,0.391,reward_mean,270.5,reward_threshold,312.7
969:,loss,0.415,reward_mean,277.5,reward_threshold,314.4
970:,loss,0.374,reward_mean,277.4,reward_threshold,309.7
971:,loss,0.403,reward_mean,278.3,reward_threshold,307.5
972:,loss,0.41,reward_mean,276.8,reward_threshold,311.2
973:,loss,0.37,reward_mean,276.1,reward_threshold,310.6
974:,loss,0.407,reward_mean,278.4,reward_threshold,312.2
975:,loss,0.383,reward_mean,276.9,reward_threshold,312
976:,loss,0.375,reward_mean,278.6,reward_threshold,311
977:,loss,0.386,reward_mean,281.2,reward_threshold,310.9
978:,loss,0.386,reward_mean,281.5,reward_threshold,311.5
979:,loss,0.393,reward_mean,279.3,reward_threshold,310.6
980:,loss,0.402,reward_mean,277,reward_threshold,310.7
981:,loss,0.412,reward_mean,274.2,reward_threshold,308.3
982:,loss,0.365,reward_mean,275.3,reward_threshold,308.6
983:,loss,0.335,reward_mean,272.9,reward_threshold,310.3
984:,loss,0.397,reward_mean,271.7,reward_threshold,311.1
985:,loss,0.517,reward_mean,277.9,reward_threshold,314.1
986:,loss,0.482,reward_mean,269,reward_threshold,312
987:,loss,0.426,reward_mean,253.8,reward_threshold,312.6
988:,loss,0.373,reward_mean,261.2,reward_threshold,311.8
989:,loss,0.365,reward_mean,247.1,reward_threshold,311.9
990:,loss,0.378,reward_mean,250,reward_threshold,309.9
991:,loss,0.419,reward_mean,251.9,reward_threshold,310.6
992:,loss,0.413,reward_mean,254.7,reward_threshold,313.9
993:,loss,0.408,reward_mean,252.1,reward_threshold,311
994:,loss,0.431,reward_mean,237,reward_threshold,311.5
995:,loss,0.366,reward_mean,233.5,reward_threshold,307.5
996:,loss,0.348,reward_mean,226,reward_threshold,304.9
997:,loss,0.484,reward_mean,240.2,reward_threshold,309.8
998:,loss,0.389,reward_mean,250.5,reward_threshold,312
999:,loss,0.377,reward_mean,244.3,reward_threshold,313
1000:,loss,0.443,reward_mean,244.1,reward_threshold,313
1001:,loss,0.497,reward_mean,237.7,reward_threshold,310.9
1002:,loss,0.486,reward_mean,237.6,reward_threshold,307.8
1003:,loss,0.521,reward_mean,249.8,reward_threshold,305
1004:,loss,0.391,reward_mean,249.5,reward_threshold,311.9
1005:,loss,0.505,reward_mean,248.5,reward_threshold,309.6
1006:,loss,0.459,reward_mean,245.4,reward_threshold,310.1
1007:,loss,0.5,reward_mean,249,reward_threshold,311.9
1008:,loss,0.489,reward_mean,251,reward_threshold,310.3
1009:,loss,0.446,reward_mean,242,reward_threshold,305.7
1010:,loss,0.539,reward_mean,234.1,reward_threshold,308
1011:,loss,0.446,reward_mean,235.5,reward_threshold,308.8
1012:,loss,0.475,reward_mean,237.3,reward_threshold,308.4
1013:,loss,0.314,reward_mean,231.2,reward_threshold,309.5
1014:,loss,0.309,reward_mean,223.6,reward_threshold,306.8
1015:,loss,0.439,reward_mean,219,reward_threshold,306.9
1016:,loss,0.459,reward_mean,214.7,reward_threshold,307.4
1017:,loss,0.479,reward_mean,229.3,reward_threshold,309.2
1018:,loss,0.445,reward_mean,226.8,reward_threshold,304.7
1019:,loss,0.602,reward_mean,212.1,reward_threshold,307.5
1020:,loss,0.602,reward_mean,225.4,reward_threshold,306.5
1021:,loss,0.524,reward_mean,202.6,reward_threshold,300.8
1022:,loss,0.48,reward_mean,223.3,reward_threshold,309.3
1023:,loss,0.588,reward_mean,217.9,reward_threshold,305.5
1024:,loss,0.586,reward_mean,219.8,reward_threshold,302.6
1025:,loss,0.538,reward_mean,237.5,reward_threshold,310.2
1026:,loss,0.479,reward_mean,234.7,reward_threshold,303.7
1027:,loss,0.573,reward_mean,231.9,reward_threshold,304.5
1028:,loss,0.511,reward_mean,231.6,reward_threshold,301.8
1029:,loss,0.516,reward_mean,253.2,reward_threshold,303.6
1030:,loss,0.514,reward_mean,253.8,reward_threshold,304.4
1031:,loss,0.56,reward_mean,262.7,reward_threshold,306.1
1032:,loss,0.507,reward_mean,267.4,reward_threshold,308.1
1033:,loss,0.49,reward_mean,262.7,reward_threshold,307.5
1034:,loss,0.442,reward_mean,270.4,reward_threshold,308.1
1035:,loss,0.452,reward_mean,268.6,reward_threshold,310.1
1036:,loss,0.4,reward_mean,265.2,reward_threshold,307.4
1037:,loss,0.404,reward_mean,262.6,reward_threshold,309.1
1038:,loss,0.413,reward_mean,264.5,reward_threshold,308.5
1039:,loss,0.42,reward_mean,257.1,reward_threshold,302.9
1040:,loss,0.436,reward_mean,259.1,reward_threshold,308.5
1041:,loss,0.399,reward_mean,262.2,reward_threshold,309.3
1042:,loss,0.377,reward_mean,263.9,reward_threshold,305.9
1043:,loss,0.39,reward_mean,271.5,reward_threshold,307.8
1044:,loss,0.394,reward_mean,273.7,reward_threshold,310.8
1045:,loss,0.411,reward_mean,276.8,reward_threshold,310.3
1046:,loss,0.392,reward_mean,271.2,reward_threshold,305
1047:,loss,0.361,reward_mean,275.6,reward_threshold,310.1
1048:,loss,0.336,reward_mean,277,reward_threshold,307.1
1049:,loss,0.424,reward_mean,269.2,reward_threshold,305.2
1050:,loss,0.376,reward_mean,274,reward_threshold,308.5
1051:,loss,0.36,reward_mean,267,reward_threshold,306.4
1052:,loss,0.344,reward_mean,273.6,reward_threshold,307.5
1053:,loss,0.351,reward_mean,270.6,reward_threshold,309
1054:,loss,0.376,reward_mean,272.4,reward_threshold,308.3
1055:,loss,0.329,reward_mean,277.5,reward_threshold,311.5
1056:,loss,0.383,reward_mean,270.2,reward_threshold,308.8
1057:,loss,0.355,reward_mean,276,reward_threshold,309.9
1058:,loss,0.377,reward_mean,278.9,reward_threshold,307
1059:,loss,0.358,reward_mean,272.5,reward_threshold,306.4
1060:,loss,0.367,reward_mean,278.6,reward_threshold,309.4
1061:,loss,0.382,reward_mean,278.3,reward_threshold,308.5
1062:,loss,0.402,reward_mean,276.8,reward_threshold,307.2
1063:,loss,0.379,reward_mean,275.5,reward_threshold,309.1
1064:,loss,0.459,reward_mean,273.1,reward_threshold,305.2
1065:,loss,0.372,reward_mean,271.6,reward_threshold,312.5
1066:,loss,0.383,reward_mean,259.3,reward_threshold,305.2
1067:,loss,0.408,reward_mean,267.3,reward_threshold,304
1068:,loss,0.346,reward_mean,264,reward_threshold,303.3
1069:,loss,0.372,reward_mean,259.7,reward_threshold,306.8
1070:,loss,0.39,reward_mean,263.6,reward_threshold,305.7
1071:,loss,0.322,reward_mean,259.8,reward_threshold,311.6
1072:,loss,0.357,reward_mean,260.2,reward_threshold,309
1073:,loss,0.378,reward_mean,243.1,reward_threshold,304.9
1074:,loss,0.352,reward_mean,249.4,reward_threshold,309.4
1075:,loss,0.399,reward_mean,257.9,reward_threshold,308
1076:,loss,0.355,reward_mean,256,reward_threshold,304.8
1077:,loss,0.408,reward_mean,265.1,reward_threshold,307.5
1078:,loss,0.402,reward_mean,247.9,reward_threshold,309.9
1079:,loss,0.407,reward_mean,256.7,reward_threshold,306.3
1080:,loss,0.361,reward_mean,246.6,reward_threshold,303.5
1081:,loss,0.435,reward_mean,258.1,reward_threshold,307.2
1082:,loss,0.391,reward_mean,246.7,reward_threshold,304.3
1083:,loss,0.366,reward_mean,247.4,reward_threshold,299.8
1084:,loss,0.438,reward_mean,242.9,reward_threshold,302.8
1085:,loss,0.421,reward_mean,247.3,reward_threshold,308.1
1086:,loss,0.422,reward_mean,245.6,reward_threshold,302.5
1087:,loss,0.381,reward_mean,247.5,reward_threshold,302.1
1088:,loss,0.413,reward_mean,249.3,reward_threshold,302.9
1089:,loss,0.417,reward_mean,252.5,reward_threshold,304.1
1090:,loss,0.346,reward_mean,248.8,reward_threshold,299.2
1091:,loss,0.409,reward_mean,253.9,reward_threshold,301.6
1092:,loss,0.414,reward_mean,256.3,reward_threshold,304.8
1093:,loss,0.421,reward_mean,248.7,reward_threshold,305.6
1094:,loss,0.405,reward_mean,243.3,reward_threshold,301.7
1095:,loss,0.447,reward_mean,251.6,reward_threshold,303.9
1096:,loss,0.465,reward_mean,259.4,reward_threshold,304.2
1097:,loss,0.404,reward_mean,255.6,reward_threshold,301
1098:,loss,0.442,reward_mean,256,reward_threshold,305.9
1099:,loss,0.457,reward_mean,259.3,reward_threshold,303.9
1100:,loss,0.384,reward_mean,261.7,reward_threshold,307.4
1101:,loss,0.403,reward_mean,239.8,reward_threshold,307.3
1102:,loss,0.398,reward_mean,259.9,reward_threshold,306.3
1103:,loss,0.414,reward_mean,265.6,reward_threshold,309.1
1104:,loss,0.414,reward_mean,246.5,reward_threshold,304.6
1105:,loss,0.404,reward_mean,257.1,reward_threshold,300.9
1106:,loss,0.407,reward_mean,256.8,reward_threshold,302.9
1107:,loss,0.428,reward_mean,266.7,reward_threshold,305.2
1108:,loss,0.462,reward_mean,252.3,reward_threshold,301.8
1109:,loss,0.442,reward_mean,265.1,reward_threshold,302.5
1110:,loss,0.472,reward_mean,260.5,reward_threshold,302.3
1111:,loss,0.455,reward_mean,265.2,reward_threshold,301.2
1112:,loss,0.489,reward_mean,266.5,reward_threshold,298.5
1113:,loss,0.521,reward_mean,271.8,reward_threshold,302.7
1114:,loss,0.515,reward_mean,273.3,reward_threshold,305.1
1115:,loss,0.494,reward_mean,266.6,reward_threshold,302.6
1116:,loss,0.496,reward_mean,267.7,reward_threshold,307.9
1117:,loss,0.509,reward_mean,271.9,reward_threshold,305.2
1118:,loss,0.504,reward_mean,269.2,reward_threshold,301.6
1119:,loss,0.544,reward_mean,264.3,reward_threshold,301.3
1120:,loss,0.509,reward_mean,271.5,reward_threshold,305.1
1121:,loss,0.481,reward_mean,261.4,reward_threshold,305.4
1122:,loss,0.503,reward_mean,265.9,reward_threshold,299.3
1123:,loss,0.508,reward_mean,268.7,reward_threshold,302.9
1124:,loss,0.505,reward_mean,268.1,reward_threshold,306.1
1125:,loss,0.5,reward_mean,270.9,reward_threshold,303.5
1126:,loss,0.488,reward_mean,275.8,reward_threshold,306.7
1127:,loss,0.492,reward_mean,272.3,reward_threshold,305
1128:,loss,0.484,reward_mean,276.6,reward_threshold,305
1129:,loss,0.489,reward_mean,270.3,reward_threshold,303.2
1130:,loss,0.466,reward_mean,278.9,reward_threshold,309.8
1131:,loss,0.515,reward_mean,274,reward_threshold,307.7
1132:,loss,0.493,reward_mean,280.6,reward_threshold,308.5
1133:,loss,0.475,reward_mean,276.4,reward_threshold,308.4
1134:,loss,0.486,reward_mean,275.6,reward_threshold,307
1135:,loss,0.508,reward_mean,274.5,reward_threshold,306.3
1136:,loss,0.475,reward_mean,275.6,reward_threshold,305.8
1137:,loss,0.489,reward_mean,276.4,reward_threshold,307.6
1138:,loss,0.48,reward_mean,279.8,reward_threshold,312.1
1139:,loss,0.511,reward_mean,280.1,reward_threshold,309.3
1140:,loss,0.487,reward_mean,275.5,reward_threshold,306.2
1141:,loss,0.5,reward_mean,274.6,reward_threshold,306.1
1142:,loss,0.467,reward_mean,275.6,reward_threshold,309.5
1143:,loss,0.47,reward_mean,274.2,reward_threshold,306.2
1144:,loss,0.464,reward_mean,274.2,reward_threshold,311.7
1145:,loss,0.451,reward_mean,271.8,reward_threshold,308.8
1146:,loss,0.44,reward_mean,273.9,reward_threshold,309.2
1147:,loss,0.478,reward_mean,266.2,reward_threshold,306.3
1148:,loss,0.449,reward_mean,267.6,reward_threshold,311.1
1149:,loss,0.426,reward_mean,272.8,reward_threshold,308.3
1150:,loss,0.459,reward_mean,270.1,reward_threshold,311
1151:,loss,0.426,reward_mean,272,reward_threshold,308.4
1152:,loss,0.509,reward_mean,275,reward_threshold,307.1
1153:,loss,0.481,reward_mean,267.8,reward_threshold,309.4
1154:,loss,0.443,reward_mean,272,reward_threshold,310.3
1155:,loss,0.451,reward_mean,272.7,reward_threshold,308.1
1156:,loss,0.472,reward_mean,276,reward_threshold,307.5
1157:,loss,0.434,reward_mean,273.8,reward_threshold,308.1
1158:,loss,0.474,reward_mean,278,reward_threshold,306.4
1159:,loss,0.434,reward_mean,274.9,reward_threshold,308.1
1160:,loss,0.493,reward_mean,276.5,reward_threshold,307.5
1161:,loss,0.511,reward_mean,272.5,reward_threshold,308.3
1162:,loss,0.463,reward_mean,278.8,reward_threshold,307.5
1163:,loss,0.482,reward_mean,275.3,reward_threshold,306.8
1164:,loss,0.481,reward_mean,279,reward_threshold,307.1
1165:,loss,0.529,reward_mean,275.8,reward_threshold,305.9
1166:,loss,0.459,reward_mean,276.3,reward_threshold,306.9
1167:,loss,0.489,reward_mean,267.7,reward_threshold,302.9
1168:,loss,0.431,reward_mean,276.2,reward_threshold,305.6
1169:,loss,0.41,reward_mean,273.8,reward_threshold,308.8
1170:,loss,0.407,reward_mean,272.7,reward_threshold,308.7
1171:,loss,0.401,reward_mean,274.1,reward_threshold,307.7
1172:,loss,0.368,reward_mean,276.6,reward_threshold,308
1173:,loss,0.422,reward_mean,274.1,reward_threshold,307.2
1174:,loss,0.448,reward_mean,276.7,reward_threshold,308
1175:,loss,0.376,reward_mean,277.9,reward_threshold,308.9
1176:,loss,0.438,reward_mean,278.7,reward_threshold,308.5
1177:,loss,0.436,reward_mean,278.4,reward_threshold,307.6
1178:,loss,0.444,reward_mean,278.9,reward_threshold,305.6
1179:,loss,0.428,reward_mean,278.1,reward_threshold,306.5
1180:,loss,0.436,reward_mean,282.5,reward_threshold,308.5
1181:,loss,0.43,reward_mean,279.8,reward_threshold,310.7
1182:,loss,0.468,reward_mean,276.7,reward_threshold,303.3
1183:,loss,0.404,reward_mean,280.1,reward_threshold,305.4
1184:,loss,0.405,reward_mean,275.1,reward_threshold,303.4
1185:,loss,0.422,reward_mean,273.7,reward_threshold,303
1186:,loss,0.403,reward_mean,272.4,reward_threshold,307.6
1187:,loss,0.411,reward_mean,267.5,reward_threshold,301.3
1188:,loss,0.422,reward_mean,274.8,reward_threshold,308.5
1189:,loss,0.391,reward_mean,279.1,reward_threshold,309.2
1190:,loss,0.445,reward_mean,277.2,reward_threshold,309.1
1191:,loss,0.403,reward_mean,278.2,reward_threshold,307.2
1192:,loss,0.422,reward_mean,278.2,reward_threshold,304.8
1193:,loss,0.414,reward_mean,278.8,reward_threshold,307.1
1194:,loss,0.37,reward_mean,281,reward_threshold,309.1
1195:,loss,0.441,reward_mean,280.5,reward_threshold,308.4
1196:,loss,0.387,reward_mean,277.8,reward_threshold,308.8
1197:,loss,0.397,reward_mean,279.5,reward_threshold,308.2
1198:,loss,0.386,reward_mean,278.4,reward_threshold,308.3
1199:,loss,0.434,reward_mean,274.1,reward_threshold,309.1
1200:,loss,0.385,reward_mean,268.8,reward_threshold,309.6
1201:,loss,0.402,reward_mean,265.4,reward_threshold,311.6
1202:,loss,0.411,reward_mean,267.8,reward_threshold,308
1203:,loss,0.418,reward_mean,268.8,reward_threshold,307
1204:,loss,0.406,reward_mean,268.5,reward_threshold,309.8
1205:,loss,0.382,reward_mean,266.8,reward_threshold,312.8
1206:,loss,0.415,reward_mean,271.4,reward_threshold,303.9
1207:,loss,0.406,reward_mean,276,reward_threshold,306.7
1208:,loss,0.444,reward_mean,280.7,reward_threshold,309.2
1209:,loss,0.411,reward_mean,276.8,reward_threshold,307.5
1210:,loss,0.399,reward_mean,280.6,reward_threshold,310.1
1211:,loss,0.404,reward_mean,279.3,reward_threshold,310.8
1212:,loss,0.403,reward_mean,279.6,reward_threshold,309
1213:,loss,0.38,reward_mean,277,reward_threshold,306.2
1214:,loss,0.418,reward_mean,278.1,reward_threshold,308.4
1215:,loss,0.392,reward_mean,277.5,reward_threshold,307.6
1216:,loss,0.451,reward_mean,280.1,reward_threshold,308.2
1217:,loss,0.394,reward_mean,279.4,reward_threshold,307.2
1218:,loss,0.414,reward_mean,281.9,reward_threshold,307.7
1219:,loss,0.438,reward_mean,278.6,reward_threshold,307.6
1220:,loss,0.44,reward_mean,281.8,reward_threshold,308.1
1221:,loss,0.448,reward_mean,280.1,reward_threshold,306.3
1222:,loss,0.429,reward_mean,279.8,reward_threshold,308.5
1223:,loss,0.438,reward_mean,278.9,reward_threshold,307.6
1224:,loss,0.38,reward_mean,282.3,reward_threshold,312.6
1225:,loss,0.386,reward_mean,279.3,reward_threshold,308.8
1226:,loss,0.423,reward_mean,275.3,reward_threshold,306.2
1227:,loss,0.37,reward_mean,276.6,reward_threshold,307.8
1228:,loss,0.365,reward_mean,279.3,reward_threshold,308.2
1229:,loss,0.344,reward_mean,278.8,reward_threshold,309.6
1230:,loss,0.414,reward_mean,270.4,reward_threshold,309.9
1231:,loss,0.384,reward_mean,266.3,reward_threshold,308.3
1232:,loss,0.42,reward_mean,267.7,reward_threshold,308.1
1233:,loss,0.472,reward_mean,265.3,reward_threshold,311.9
1234:,loss,0.391,reward_mean,268,reward_threshold,308.3
1235:,loss,0.389,reward_mean,270.8,reward_threshold,312
1236:,loss,0.393,reward_mean,251.3,reward_threshold,308.1
1237:,loss,0.459,reward_mean,257.4,reward_threshold,309.6
1238:,loss,0.482,reward_mean,248.4,reward_threshold,308.4
1239:,loss,0.473,reward_mean,234.1,reward_threshold,309.7
1240:,loss,0.425,reward_mean,260.8,reward_threshold,311.3
1241:,loss,0.371,reward_mean,246.2,reward_threshold,307.6
1242:,loss,0.451,reward_mean,241.5,reward_threshold,306.1
1243:,loss,0.486,reward_mean,238.4,reward_threshold,311.8
1244:,loss,0.43,reward_mean,257.3,reward_threshold,310.5
1245:,loss,0.449,reward_mean,259.9,reward_threshold,308
1246:,loss,0.512,reward_mean,255.4,reward_threshold,305.2
1247:,loss,0.432,reward_mean,260.6,reward_threshold,311.8
1248:,loss,0.382,reward_mean,248.7,reward_threshold,304.6
1249:,loss,0.511,reward_mean,245.8,reward_threshold,306.2
1250:,loss,0.482,reward_mean,237.7,reward_threshold,303.6
1251:,loss,0.446,reward_mean,241.6,reward_threshold,307.4
1252:,loss,0.476,reward_mean,230.8,reward_threshold,306.4
1253:,loss,0.524,reward_mean,239.2,reward_threshold,310.4
1254:,loss,0.45,reward_mean,246.9,reward_threshold,308.5
1255:,loss,0.423,reward_mean,231.8,reward_threshold,308.5
1256:,loss,0.44,reward_mean,247.1,reward_threshold,306
1257:,loss,0.397,reward_mean,230.9,reward_threshold,308.8
1258:,loss,0.52,reward_mean,226.4,reward_threshold,305.8
1259:,loss,0.475,reward_mean,233,reward_threshold,305.5
1260:,loss,0.425,reward_mean,231.1,reward_threshold,305.8
1261:,loss,0.486,reward_mean,225.7,reward_threshold,310.9
1262:,loss,0.439,reward_mean,225.2,reward_threshold,309.3
1263:,loss,0.426,reward_mean,239.5,reward_threshold,308.6
1264:,loss,0.452,reward_mean,230.6,reward_threshold,308.8
1265:,loss,0.464,reward_mean,243.3,reward_threshold,309.8
1266:,loss,0.538,reward_mean,247.8,reward_threshold,309.7
1267:,loss,0.458,reward_mean,252.9,reward_threshold,311.4
1268:,loss,0.479,reward_mean,234.7,reward_threshold,309.9
1269:,loss,0.427,reward_mean,242.8,reward_threshold,306.8
1270:,loss,0.438,reward_mean,258.5,reward_threshold,308.8
1271:,loss,0.484,reward_mean,258.2,reward_threshold,306
1272:,loss,0.498,reward_mean,251.4,reward_threshold,307.5
1273:,loss,0.439,reward_mean,263.2,reward_threshold,312.6
1274:,loss,0.484,reward_mean,263.4,reward_threshold,308.8
1275:,loss,0.437,reward_mean,261.4,reward_threshold,310.3
1276:,loss,0.472,reward_mean,260.2,reward_threshold,312.5
1277:,loss,0.477,reward_mean,260.1,reward_threshold,305.9
1278:,loss,0.478,reward_mean,253.5,reward_threshold,303.8
1279:,loss,0.472,reward_mean,257.9,reward_threshold,307.8
1280:,loss,0.492,reward_mean,250.5,reward_threshold,307.1
1281:,loss,0.449,reward_mean,253.6,reward_threshold,305.9
1282:,loss,0.476,reward_mean,251.3,reward_threshold,307
1283:,loss,0.461,reward_mean,245.9,reward_threshold,310.9
1284:,loss,0.448,reward_mean,247.1,reward_threshold,304.2
1285:,loss,0.54,reward_mean,249.8,reward_threshold,303.5
1286:,loss,0.418,reward_mean,240.6,reward_threshold,302.9
1287:,loss,0.48,reward_mean,242,reward_threshold,301.5
1288:,loss,0.444,reward_mean,225.5,reward_threshold,297.7
1289:,loss,0.472,reward_mean,233.3,reward_threshold,305.6
1290:,loss,0.47,reward_mean,239.3,reward_threshold,303.4
1291:,loss,0.475,reward_mean,239.4,reward_threshold,308.3
1292:,loss,0.474,reward_mean,242.6,reward_threshold,302.9
1293:,loss,0.447,reward_mean,223.8,reward_threshold,303.5
1294:,loss,0.487,reward_mean,227.1,reward_threshold,300.3
1295:,loss,0.541,reward_mean,233.4,reward_threshold,301.9
1296:,loss,0.446,reward_mean,230.5,reward_threshold,302.7
1297:,loss,0.479,reward_mean,239.6,reward_threshold,301.2
1298:,loss,0.418,reward_mean,232.4,reward_threshold,304.4
1299:,loss,0.468,reward_mean,244.3,reward_threshold,304.6
1300:,loss,0.489,reward_mean,242.2,reward_threshold,303
1301:,loss,0.515,reward_mean,240.5,reward_threshold,307.9
1302:,loss,0.43,reward_mean,250.5,reward_threshold,305.2
1303:,loss,0.453,reward_mean,260.1,reward_threshold,305
1304:,loss,0.463,reward_mean,256.6,reward_threshold,307.4
1305:,loss,0.477,reward_mean,249.9,reward_threshold,311.1
1306:,loss,0.464,reward_mean,253.8,reward_threshold,306.2
1307:,loss,0.461,reward_mean,251.1,reward_threshold,307.5
1308:,loss,0.436,reward_mean,252.7,reward_threshold,310.4
1309:,loss,0.418,reward_mean,261.7,reward_threshold,309.5
1310:,loss,0.438,reward_mean,258.9,reward_threshold,309.1
1311:,loss,0.368,reward_mean,254.5,reward_threshold,303.1
1312:,loss,0.416,reward_mean,260.4,reward_threshold,309.4
1313:,loss,0.463,reward_mean,256.3,reward_threshold,309.5
1314:,loss,0.404,reward_mean,260.4,reward_threshold,309.4
1315:,loss,0.395,reward_mean,262.8,reward_threshold,306.3
1316:,loss,0.479,reward_mean,262.4,reward_threshold,311.8
1317:,loss,0.439,reward_mean,247.4,reward_threshold,308.8
1318:,loss,0.403,reward_mean,248.7,reward_threshold,307
1319:,loss,0.434,reward_mean,241.6,reward_threshold,305.4
1320:,loss,0.422,reward_mean,242,reward_threshold,304.6
1321:,loss,0.514,reward_mean,246.2,reward_threshold,307.3
1322:,loss,0.442,reward_mean,245.5,reward_threshold,308.7
1323:,loss,0.449,reward_mean,252.1,reward_threshold,305.5
1324:,loss,0.427,reward_mean,236.7,reward_threshold,301.8
1325:,loss,0.408,reward_mean,240.9,reward_threshold,304.3
1326:,loss,0.431,reward_mean,239.4,reward_threshold,304.8
1327:,loss,0.399,reward_mean,237.8,reward_threshold,303.1
1328:,loss,0.487,reward_mean,222.2,reward_threshold,299.6
1329:,loss,0.464,reward_mean,224.8,reward_threshold,300.5
1330:,loss,0.42,reward_mean,230.6,reward_threshold,304
1331:,loss,0.544,reward_mean,201.5,reward_threshold,297.8
1332:,loss,0.482,reward_mean,228.9,reward_threshold,299.1
1333:,loss,0.446,reward_mean,204.1,reward_threshold,294.4
1334:,loss,0.437,reward_mean,214.4,reward_threshold,302.6
1335:,loss,0.53,reward_mean,196.5,reward_threshold,294.5
1336:,loss,0.446,reward_mean,192.5,reward_threshold,291.7
1337:,loss,0.505,reward_mean,200.6,reward_threshold,295.2
1338:,loss,0.546,reward_mean,202.5,reward_threshold,292
1339:,loss,0.36,reward_mean,178,reward_threshold,288.8
1340:,loss,0.413,reward_mean,197.4,reward_threshold,291.6
1341:,loss,0.345,reward_mean,191.9,reward_threshold,293.1
1342:,loss,0.382,reward_mean,175.9,reward_threshold,291.5
1343:,loss,0.393,reward_mean,185.7,reward_threshold,291.4
1344:,loss,0.49,reward_mean,192.1,reward_threshold,292.9
1345:,loss,0.377,reward_mean,191.3,reward_threshold,301.3
1346:,loss,0.36,reward_mean,187.9,reward_threshold,297.4
1347:,loss,0.398,reward_mean,192,reward_threshold,288.2
1348:,loss,0.44,reward_mean,179.8,reward_threshold,288.9
1349:,loss,0.347,reward_mean,184,reward_threshold,295.2
1350:,loss,0.377,reward_mean,172.7,reward_threshold,287
1351:,loss,0.426,reward_mean,193.6,reward_threshold,297.9
1352:,loss,0.478,reward_mean,192.4,reward_threshold,295.9
1353:,loss,0.472,reward_mean,203,reward_threshold,302.2
1354:,loss,0.353,reward_mean,203.5,reward_threshold,298
