,loss,loss,,mean,,thresh
1355:,loss,0.376,reward_mean,198.4,reward_threshold,298.3
1356:,loss,0.332,reward_mean,218.8,reward_threshold,297.9
1357:,loss,0.472,reward_mean,188.3,reward_threshold,290
1358:,loss,0.313,reward_mean,218.9,reward_threshold,306.7
1359:,loss,0.432,reward_mean,218.4,reward_threshold,297.1
1360:,loss,0.41,reward_mean,223.2,reward_threshold,297.2
1361:,loss,0.324,reward_mean,226.1,reward_threshold,301.3
1362:,loss,0.462,reward_mean,212.6,reward_threshold,300
1363:,loss,0.434,reward_mean,214.9,reward_threshold,295.1
1364:,loss,0.419,reward_mean,211.8,reward_threshold,301.5
1365:,loss,0.44,reward_mean,220,reward_threshold,300.6
1366:,loss,0.382,reward_mean,220.8,reward_threshold,303.4
1367:,loss,0.548,reward_mean,215.4,reward_threshold,299.5
1368:,loss,0.395,reward_mean,235.5,reward_threshold,302.9
1369:,loss,0.455,reward_mean,234,reward_threshold,303.2
1370:,loss,0.488,reward_mean,239.9,reward_threshold,299.8
1371:,loss,0.516,reward_mean,241.8,reward_threshold,302.1
1372:,loss,0.446,reward_mean,235.7,reward_threshold,299.4
1373:,loss,0.441,reward_mean,243.4,reward_threshold,306.7
1374:,loss,0.423,reward_mean,247.9,reward_threshold,299.9
1375:,loss,0.426,reward_mean,247.6,reward_threshold,298.4
1376:,loss,0.481,reward_mean,245.3,reward_threshold,301.1
1377:,loss,0.445,reward_mean,243.2,reward_threshold,297.6
1378:,loss,0.419,reward_mean,249.9,reward_threshold,298.2
1379:,loss,0.392,reward_mean,249.4,reward_threshold,307.9
1380:,loss,0.488,reward_mean,254,reward_threshold,306.7
1381:,loss,0.445,reward_mean,264.6,reward_threshold,302.1
1382:,loss,0.469,reward_mean,263.3,reward_threshold,302.3
1383:,loss,0.508,reward_mean,259.3,reward_threshold,304.8
1384:,loss,0.441,reward_mean,266.9,reward_threshold,301.3
1385:,loss,0.434,reward_mean,256,reward_threshold,301.2
1386:,loss,0.447,reward_mean,253.7,reward_threshold,296.5
1387:,loss,0.468,reward_mean,249.8,reward_threshold,296.1
1388:,loss,0.423,reward_mean,252.1,reward_threshold,290.6
1389:,loss,0.44,reward_mean,245.5,reward_threshold,293.8
1390:,loss,0.445,reward_mean,251.2,reward_threshold,295.1
1391:,loss,0.393,reward_mean,239.9,reward_threshold,292.9
1392:,loss,0.435,reward_mean,236.2,reward_threshold,283.1
1393:,loss,0.46,reward_mean,226.6,reward_threshold,281
1394:,loss,0.427,reward_mean,221.6,reward_threshold,290.7
1395:,loss,0.41,reward_mean,201,reward_threshold,288.1
1396:,loss,0.411,reward_mean,211.9,reward_threshold,283
1397:,loss,0.449,reward_mean,216.8,reward_threshold,286.9
1398:,loss,0.463,reward_mean,191.2,reward_threshold,286.2
1399:,loss,0.428,reward_mean,207.5,reward_threshold,280.4
1400:,loss,0.431,reward_mean,205.3,reward_threshold,295.1
1401:,loss,0.423,reward_mean,209.7,reward_threshold,287.9
1402:,loss,0.4,reward_mean,200.8,reward_threshold,291.2
1403:,loss,0.407,reward_mean,206.5,reward_threshold,285.1
1404:,loss,0.389,reward_mean,208.7,reward_threshold,287.8
1405:,loss,0.421,reward_mean,199.4,reward_threshold,289.1
1406:,loss,0.435,reward_mean,215.8,reward_threshold,289
1407:,loss,0.435,reward_mean,231.8,reward_threshold,288.2
1408:,loss,0.472,reward_mean,220.1,reward_threshold,291.3
1409:,loss,0.414,reward_mean,232.2,reward_threshold,295.5
1410:,loss,0.438,reward_mean,249.1,reward_threshold,294.3
1411:,loss,0.42,reward_mean,244.6,reward_threshold,294.7
1412:,loss,0.42,reward_mean,264.3,reward_threshold,296.7
1413:,loss,0.422,reward_mean,259.7,reward_threshold,296.7
1414:,loss,0.406,reward_mean,267.1,reward_threshold,299
1415:,loss,0.422,reward_mean,264.2,reward_threshold,298.7
1416:,loss,0.384,reward_mean,267.3,reward_threshold,300.5
1417:,loss,0.393,reward_mean,273.6,reward_threshold,303.6
1418:,loss,0.424,reward_mean,268.4,reward_threshold,303.4
1419:,loss,0.412,reward_mean,254.9,reward_threshold,300.8
1420:,loss,0.415,reward_mean,257.7,reward_threshold,302.7
1421:,loss,0.429,reward_mean,255.3,reward_threshold,302.8
1422:,loss,0.431,reward_mean,250.4,reward_threshold,300.3
1423:,loss,0.423,reward_mean,233.9,reward_threshold,303.5
1424:,loss,0.438,reward_mean,237.7,reward_threshold,301.7
1425:,loss,0.412,reward_mean,234.6,reward_threshold,303.4
1426:,loss,0.474,reward_mean,232.7,reward_threshold,303.5
1427:,loss,0.437,reward_mean,239.8,reward_threshold,300.4
1428:,loss,0.432,reward_mean,244.3,reward_threshold,303.5
1429:,loss,0.423,reward_mean,235.6,reward_threshold,300.9
1430:,loss,0.451,reward_mean,234.4,reward_threshold,301.3
1431:,loss,0.424,reward_mean,227.7,reward_threshold,300.7
1432:,loss,0.424,reward_mean,225,reward_threshold,302.5
1433:,loss,0.412,reward_mean,218.6,reward_threshold,302.2
1434:,loss,0.419,reward_mean,230.5,reward_threshold,303.2
1435:,loss,0.433,reward_mean,230.3,reward_threshold,301.1
1436:,loss,0.42,reward_mean,232.6,reward_threshold,304.4
1437:,loss,0.431,reward_mean,232.7,reward_threshold,300.5
1438:,loss,0.452,reward_mean,219.5,reward_threshold,297.9
1439:,loss,0.468,reward_mean,213.6,reward_threshold,296.2
1440:,loss,0.447,reward_mean,217.2,reward_threshold,306
1441:,loss,0.443,reward_mean,227.7,reward_threshold,300.2
1442:,loss,0.448,reward_mean,233.9,reward_threshold,299.3
1443:,loss,0.447,reward_mean,243.5,reward_threshold,303
1444:,loss,0.434,reward_mean,237.9,reward_threshold,303.2
1445:,loss,0.417,reward_mean,243,reward_threshold,302.5
1446:,loss,0.455,reward_mean,254.5,reward_threshold,304.8
1447:,loss,0.439,reward_mean,266.2,reward_threshold,304.9
1448:,loss,0.442,reward_mean,260.9,reward_threshold,306.1
1449:,loss,0.431,reward_mean,276,reward_threshold,302.6
1450:,loss,0.456,reward_mean,272.5,reward_threshold,303.1
1451:,loss,0.41,reward_mean,276.4,reward_threshold,304.3
1452:,loss,0.443,reward_mean,280.8,reward_threshold,303.8
1453:,loss,0.453,reward_mean,275,reward_threshold,305.1
1454:,loss,0.439,reward_mean,269.6,reward_threshold,302.6
1455:,loss,0.474,reward_mean,275.2,reward_threshold,300.2
1456:,loss,0.45,reward_mean,276.7,reward_threshold,302.6
1457:,loss,0.476,reward_mean,275.2,reward_threshold,300.3
1458:,loss,0.465,reward_mean,270.3,reward_threshold,301.5
1459:,loss,0.502,reward_mean,272.7,reward_threshold,298.1
1460:,loss,0.467,reward_mean,276.1,reward_threshold,302.6
1461:,loss,0.491,reward_mean,265.9,reward_threshold,300.4
1462:,loss,0.503,reward_mean,268,reward_threshold,298.1
1463:,loss,0.503,reward_mean,272,reward_threshold,300
1464:,loss,0.483,reward_mean,274.9,reward_threshold,304.7
1465:,loss,0.502,reward_mean,266.4,reward_threshold,300.4
1466:,loss,0.494,reward_mean,271.3,reward_threshold,306.2
1467:,loss,0.472,reward_mean,273.5,reward_threshold,301.1
1468:,loss,0.458,reward_mean,273.1,reward_threshold,303.4
1469:,loss,0.429,reward_mean,264.2,reward_threshold,302.7
1470:,loss,0.448,reward_mean,262.9,reward_threshold,301.9
1471:,loss,0.443,reward_mean,263.2,reward_threshold,304.2
1472:,loss,0.473,reward_mean,260.9,reward_threshold,303.5
1473:,loss,0.449,reward_mean,270.2,reward_threshold,304.4
1474:,loss,0.488,reward_mean,268.6,reward_threshold,305.2
1475:,loss,0.441,reward_mean,254.7,reward_threshold,307.5
1476:,loss,0.463,reward_mean,251.7,reward_threshold,303.1
1477:,loss,0.476,reward_mean,256.8,reward_threshold,302.1
1478:,loss,0.469,reward_mean,250.3,reward_threshold,301
1479:,loss,0.425,reward_mean,259.5,reward_threshold,304.4
1480:,loss,0.406,reward_mean,268.3,reward_threshold,309
1481:,loss,0.417,reward_mean,253.7,reward_threshold,306.8
1482:,loss,0.405,reward_mean,250.8,reward_threshold,302.2
1483:,loss,0.405,reward_mean,261.4,reward_threshold,307.8
1484:,loss,0.44,reward_mean,260.2,reward_threshold,304.3
1485:,loss,0.431,reward_mean,257.8,reward_threshold,298.8
1486:,loss,0.432,reward_mean,262.9,reward_threshold,302.2
1487:,loss,0.442,reward_mean,271.1,reward_threshold,306.6
1488:,loss,0.456,reward_mean,263.3,reward_threshold,306.1
1489:,loss,0.462,reward_mean,273.8,reward_threshold,306.1
1490:,loss,0.474,reward_mean,272.9,reward_threshold,304.2
1491:,loss,0.492,reward_mean,270.6,reward_threshold,302.3
1492:,loss,0.511,reward_mean,275.2,reward_threshold,303.6
1493:,loss,0.523,reward_mean,274.4,reward_threshold,300.8
1494:,loss,0.529,reward_mean,275.3,reward_threshold,306
1495:,loss,0.53,reward_mean,276.9,reward_threshold,305
1496:,loss,0.542,reward_mean,274.8,reward_threshold,300.8
1497:,loss,0.557,reward_mean,272,reward_threshold,301
1498:,loss,0.561,reward_mean,270.3,reward_threshold,298.6
1499:,loss,0.551,reward_mean,273.3,reward_threshold,299.6
1500:,loss,0.569,reward_mean,272.1,reward_threshold,299.7
1501:,loss,0.573,reward_mean,271.2,reward_threshold,297.1
1502:,loss,0.558,reward_mean,272.2,reward_threshold,300.1
1503:,loss,0.544,reward_mean,271.5,reward_threshold,299.1
1504:,loss,0.545,reward_mean,274.5,reward_threshold,300.7
1505:,loss,0.546,reward_mean,270.2,reward_threshold,299.3
1506:,loss,0.544,reward_mean,268.3,reward_threshold,298.6
1507:,loss,0.541,reward_mean,273.7,reward_threshold,300.4
1508:,loss,0.558,reward_mean,269.2,reward_threshold,300.2
1509:,loss,0.534,reward_mean,270.5,reward_threshold,300.5
1510:,loss,0.559,reward_mean,272.6,reward_threshold,299.6
1511:,loss,0.555,reward_mean,268.3,reward_threshold,296.3
1512:,loss,0.528,reward_mean,271.9,reward_threshold,300.2
1513:,loss,0.533,reward_mean,272.1,reward_threshold,300.9
1514:,loss,0.537,reward_mean,271.6,reward_threshold,298
1515:,loss,0.529,reward_mean,272.2,reward_threshold,302.6
1516:,loss,0.539,reward_mean,273.8,reward_threshold,300.3
1517:,loss,0.515,reward_mean,264.9,reward_threshold,303.2
1518:,loss,0.494,reward_mean,266.8,reward_threshold,302.4
1519:,loss,0.462,reward_mean,272,reward_threshold,300.9
1520:,loss,0.463,reward_mean,268.9,reward_threshold,301.5
1521:,loss,0.431,reward_mean,271.7,reward_threshold,305.4
1522:,loss,0.444,reward_mean,273.1,reward_threshold,304.1
1523:,loss,0.409,reward_mean,266.8,reward_threshold,305.9
1524:,loss,0.376,reward_mean,263.9,reward_threshold,304.9
1525:,loss,0.356,reward_mean,260.5,reward_threshold,308.7
1526:,loss,0.318,reward_mean,242.8,reward_threshold,310.9
1527:,loss,0.333,reward_mean,224.1,reward_threshold,306.5
1528:,loss,0.315,reward_mean,234.5,reward_threshold,306.9
1529:,loss,0.3,reward_mean,220,reward_threshold,303.5
1530:,loss,0.303,reward_mean,218.9,reward_threshold,307.6
1531:,loss,0.313,reward_mean,201.2,reward_threshold,301.2
1532:,loss,0.305,reward_mean,188.3,reward_threshold,293.6
1533:,loss,0.282,reward_mean,188.7,reward_threshold,288.6
1534:,loss,0.299,reward_mean,191.8,reward_threshold,292.1
1535:,loss,0.314,reward_mean,180.7,reward_threshold,294.8
1536:,loss,0.32,reward_mean,177.1,reward_threshold,294.4
1537:,loss,0.308,reward_mean,176,reward_threshold,293.6
1538:,loss,0.373,reward_mean,185.5,reward_threshold,290.8
1539:,loss,0.351,reward_mean,180.4,reward_threshold,287.4
1540:,loss,0.357,reward_mean,189.6,reward_threshold,292.8
1541:,loss,0.35,reward_mean,196.3,reward_threshold,292.6
1542:,loss,0.348,reward_mean,209.8,reward_threshold,294.6
1543:,loss,0.348,reward_mean,198.2,reward_threshold,297.3
1544:,loss,0.288,reward_mean,202.4,reward_threshold,301.2
1545:,loss,0.339,reward_mean,209.6,reward_threshold,294.1
1546:,loss,0.33,reward_mean,204.7,reward_threshold,298.7
1547:,loss,0.354,reward_mean,203,reward_threshold,299.4
1548:,loss,0.385,reward_mean,219.9,reward_threshold,304.1
1549:,loss,0.343,reward_mean,230.3,reward_threshold,304.5
1550:,loss,0.437,reward_mean,232.6,reward_threshold,306.5
1551:,loss,0.303,reward_mean,227.1,reward_threshold,307
1552:,loss,0.359,reward_mean,229.9,reward_threshold,304.2
1553:,loss,0.346,reward_mean,240.6,reward_threshold,307.7
1554:,loss,0.424,reward_mean,250,reward_threshold,307.5
1555:,loss,0.37,reward_mean,252.9,reward_threshold,309.9
1556:,loss,0.378,reward_mean,254.5,reward_threshold,311.1
1557:,loss,0.395,reward_mean,259.1,reward_threshold,309
1558:,loss,0.361,reward_mean,251.1,reward_threshold,304.5
1559:,loss,0.384,reward_mean,253.6,reward_threshold,308.3
1560:,loss,0.441,reward_mean,259.1,reward_threshold,311.9
1561:,loss,0.407,reward_mean,256.5,reward_threshold,308.9
1562:,loss,0.393,reward_mean,258,reward_threshold,309.4
1563:,loss,0.429,reward_mean,261.3,reward_threshold,302.5
1564:,loss,0.437,reward_mean,260.4,reward_threshold,306.4
1565:,loss,0.411,reward_mean,272.7,reward_threshold,309.1
1566:,loss,0.366,reward_mean,255,reward_threshold,311.1
1567:,loss,0.383,reward_mean,262.7,reward_threshold,313.6
1568:,loss,0.398,reward_mean,263.7,reward_threshold,307.9
1569:,loss,0.443,reward_mean,260.4,reward_threshold,306.5
1570:,loss,0.404,reward_mean,271,reward_threshold,309.5
1571:,loss,0.377,reward_mean,270.8,reward_threshold,312
1572:,loss,0.346,reward_mean,271.6,reward_threshold,311.7
1573:,loss,0.402,reward_mean,272.1,reward_threshold,307.9
1574:,loss,0.384,reward_mean,276.8,reward_threshold,310.5
1575:,loss,0.387,reward_mean,275.3,reward_threshold,309.1
1576:,loss,0.409,reward_mean,273.3,reward_threshold,308.2
1577:,loss,0.43,reward_mean,271.3,reward_threshold,310.3
1578:,loss,0.419,reward_mean,276.9,reward_threshold,309.6
1579:,loss,0.444,reward_mean,277.3,reward_threshold,306.6
1580:,loss,0.432,reward_mean,281.1,reward_threshold,310.6
1581:,loss,0.427,reward_mean,277.6,reward_threshold,311
1582:,loss,0.435,reward_mean,281.2,reward_threshold,310.6
1583:,loss,0.45,reward_mean,278,reward_threshold,308
1584:,loss,0.431,reward_mean,280.7,reward_threshold,311.5
1585:,loss,0.431,reward_mean,275,reward_threshold,309.7
1586:,loss,0.444,reward_mean,279.1,reward_threshold,312.9
1587:,loss,0.414,reward_mean,276.8,reward_threshold,308.6
1588:,loss,0.451,reward_mean,277.4,reward_threshold,306.1
1589:,loss,0.433,reward_mean,273.5,reward_threshold,309
1590:,loss,0.408,reward_mean,278.7,reward_threshold,306.8
1591:,loss,0.444,reward_mean,270.8,reward_threshold,305.3
1592:,loss,0.398,reward_mean,268.9,reward_threshold,308.2
1593:,loss,0.399,reward_mean,269.9,reward_threshold,305.8
1594:,loss,0.427,reward_mean,267.8,reward_threshold,306.2
1595:,loss,0.432,reward_mean,270.2,reward_threshold,309.7
1596:,loss,0.396,reward_mean,266.8,reward_threshold,304.5
1597:,loss,0.393,reward_mean,266.9,reward_threshold,305.1
1598:,loss,0.384,reward_mean,265,reward_threshold,306.6
1599:,loss,0.455,reward_mean,264.3,reward_threshold,301.5
1600:,loss,0.394,reward_mean,267.9,reward_threshold,308.5
1601:,loss,0.42,reward_mean,269,reward_threshold,303.8
1602:,loss,0.42,reward_mean,269,reward_threshold,308.5
1603:,loss,0.399,reward_mean,269.5,reward_threshold,307.4
1604:,loss,0.387,reward_mean,270.4,reward_threshold,307.2
1605:,loss,0.422,reward_mean,271.9,reward_threshold,310.1
1606:,loss,0.413,reward_mean,267.1,reward_threshold,302.5
1607:,loss,0.412,reward_mean,275.1,reward_threshold,306.7
1608:,loss,0.407,reward_mean,268.4,reward_threshold,305.3
1609:,loss,0.433,reward_mean,271.5,reward_threshold,307.7
1610:,loss,0.43,reward_mean,277.6,reward_threshold,310.9
1611:,loss,0.427,reward_mean,277,reward_threshold,305.1
1612:,loss,0.456,reward_mean,277.9,reward_threshold,308.6
1613:,loss,0.455,reward_mean,272.3,reward_threshold,308.5
1614:,loss,0.477,reward_mean,274.3,reward_threshold,306.8
1615:,loss,0.431,reward_mean,270.9,reward_threshold,305.9
1616:,loss,0.441,reward_mean,274.9,reward_threshold,310.3
1617:,loss,0.442,reward_mean,277.3,reward_threshold,309
1618:,loss,0.415,reward_mean,281.3,reward_threshold,308.8
1619:,loss,0.416,reward_mean,277.7,reward_threshold,309.7
1620:,loss,0.441,reward_mean,274.6,reward_threshold,310
1621:,loss,0.392,reward_mean,272.1,reward_threshold,308.8
1622:,loss,0.388,reward_mean,275,reward_threshold,311
1623:,loss,0.476,reward_mean,278.6,reward_threshold,311.3
1624:,loss,0.4,reward_mean,278.9,reward_threshold,311.5
1625:,loss,0.381,reward_mean,277,reward_threshold,308.6
1626:,loss,0.447,reward_mean,277,reward_threshold,310.9
1627:,loss,0.401,reward_mean,276.3,reward_threshold,310.4
1628:,loss,0.472,reward_mean,272.4,reward_threshold,313.4
1629:,loss,0.369,reward_mean,277.1,reward_threshold,312
1630:,loss,0.441,reward_mean,274.3,reward_threshold,314
1631:,loss,0.407,reward_mean,276.6,reward_threshold,308.1
1632:,loss,0.475,reward_mean,276.1,reward_threshold,312.9
1633:,loss,0.404,reward_mean,276.7,reward_threshold,310.6
1634:,loss,0.446,reward_mean,275.1,reward_threshold,309.6
1635:,loss,0.411,reward_mean,275.1,reward_threshold,310.1
1636:,loss,0.397,reward_mean,274,reward_threshold,308.4
1637:,loss,0.44,reward_mean,273.7,reward_threshold,311.4
1638:,loss,0.361,reward_mean,274.3,reward_threshold,309.1
1639:,loss,0.39,reward_mean,271,reward_threshold,312
1640:,loss,0.397,reward_mean,271.9,reward_threshold,313.9
1641:,loss,0.336,reward_mean,267.8,reward_threshold,313.1
1642:,loss,0.425,reward_mean,272.1,reward_threshold,312.3
1643:,loss,0.435,reward_mean,273,reward_threshold,304.2
1644:,loss,0.438,reward_mean,273.2,reward_threshold,308.8
1645:,loss,0.483,reward_mean,256.5,reward_threshold,307.6
1646:,loss,0.458,reward_mean,252.1,reward_threshold,305.9
1647:,loss,0.5,reward_mean,238.4,reward_threshold,304
1648:,loss,0.457,reward_mean,249.9,reward_threshold,305.7
1649:,loss,0.581,reward_mean,212.5,reward_threshold,301.4
1650:,loss,0.451,reward_mean,217.3,reward_threshold,301.7
1651:,loss,0.529,reward_mean,213.3,reward_threshold,305.9
1652:,loss,0.451,reward_mean,210.7,reward_threshold,304.7
1653:,loss,0.5,reward_mean,204.3,reward_threshold,301
1654:,loss,0.457,reward_mean,214,reward_threshold,303.5
1655:,loss,0.451,reward_mean,197.6,reward_threshold,298
1656:,loss,0.453,reward_mean,201.1,reward_threshold,302.3
1657:,loss,0.465,reward_mean,189,reward_threshold,303.9
1658:,loss,0.393,reward_mean,210.2,reward_threshold,302.9
1659:,loss,0.437,reward_mean,201.7,reward_threshold,303.6
1660:,loss,0.495,reward_mean,207.6,reward_threshold,301.5
1661:,loss,0.464,reward_mean,194.3,reward_threshold,299.2
1662:,loss,0.466,reward_mean,205.6,reward_threshold,302.6
1663:,loss,0.44,reward_mean,205.5,reward_threshold,299.3
1664:,loss,0.513,reward_mean,203.5,reward_threshold,303.9
1665:,loss,0.51,reward_mean,210.9,reward_threshold,304.9
1666:,loss,0.505,reward_mean,212.2,reward_threshold,300.9
1667:,loss,0.419,reward_mean,229.3,reward_threshold,309.5
1668:,loss,0.489,reward_mean,232.8,reward_threshold,301.5
1669:,loss,0.444,reward_mean,249,reward_threshold,309.9
1670:,loss,0.461,reward_mean,247.3,reward_threshold,307.5
1671:,loss,0.493,reward_mean,252.1,reward_threshold,308
1672:,loss,0.54,reward_mean,270.8,reward_threshold,311
1673:,loss,0.443,reward_mean,263.6,reward_threshold,310.4
1674:,loss,0.496,reward_mean,263,reward_threshold,307
1675:,loss,0.513,reward_mean,262.9,reward_threshold,310.2
1676:,loss,0.479,reward_mean,267.3,reward_threshold,310.8
1677:,loss,0.412,reward_mean,273.1,reward_threshold,309.7
1678:,loss,0.422,reward_mean,270.3,reward_threshold,306.9
1679:,loss,0.422,reward_mean,275,reward_threshold,310.2
1680:,loss,0.457,reward_mean,278.3,reward_threshold,312.5
1681:,loss,0.464,reward_mean,283.3,reward_threshold,309.6
1682:,loss,0.456,reward_mean,280.4,reward_threshold,311.7
1683:,loss,0.374,reward_mean,281.4,reward_threshold,310.5
1684:,loss,0.47,reward_mean,278.5,reward_threshold,311.3
1685:,loss,0.45,reward_mean,271.1,reward_threshold,309.4
1686:,loss,0.447,reward_mean,279.5,reward_threshold,311.3
1687:,loss,0.423,reward_mean,278.7,reward_threshold,310.7
1688:,loss,0.408,reward_mean,277.3,reward_threshold,308.5
1689:,loss,0.487,reward_mean,278.9,reward_threshold,307.3
1690:,loss,0.495,reward_mean,275.1,reward_threshold,309.1
1691:,loss,0.46,reward_mean,265.7,reward_threshold,304.5
1692:,loss,0.493,reward_mean,279,reward_threshold,306.3
1693:,loss,0.49,reward_mean,270.4,reward_threshold,306.1
1694:,loss,0.477,reward_mean,274.9,reward_threshold,308.3
1695:,loss,0.46,reward_mean,266.1,reward_threshold,302.1
1696:,loss,0.498,reward_mean,273.8,reward_threshold,305
1697:,loss,0.531,reward_mean,277.8,reward_threshold,308.7
1698:,loss,0.476,reward_mean,271.2,reward_threshold,305.5
1699:,loss,0.547,reward_mean,274.2,reward_threshold,308.9
1700:,loss,0.438,reward_mean,277.9,reward_threshold,307.1
1701:,loss,0.52,reward_mean,276,reward_threshold,305.8
1702:,loss,0.473,reward_mean,277.1,reward_threshold,305.7
1703:,loss,0.453,reward_mean,275.7,reward_threshold,305.2
1704:,loss,0.472,reward_mean,280.4,reward_threshold,307.4
1705:,loss,0.449,reward_mean,282.9,reward_threshold,308
1706:,loss,0.404,reward_mean,282.5,reward_threshold,308.1
1707:,loss,0.388,reward_mean,283,reward_threshold,309.2
1708:,loss,0.42,reward_mean,283.6,reward_threshold,309.1
1709:,loss,0.416,reward_mean,278.5,reward_threshold,307.6
1710:,loss,0.396,reward_mean,280.4,reward_threshold,309.2
1711:,loss,0.397,reward_mean,279.9,reward_threshold,308.6
1712:,loss,0.39,reward_mean,279.6,reward_threshold,306.8
1713:,loss,0.34,reward_mean,274.4,reward_threshold,309.1
1714:,loss,0.446,reward_mean,276.1,reward_threshold,305.9
1715:,loss,0.39,reward_mean,270.4,reward_threshold,306.8
1716:,loss,0.379,reward_mean,279.7,reward_threshold,310.4
1717:,loss,0.362,reward_mean,277.3,reward_threshold,310.1
1718:,loss,0.357,reward_mean,274.9,reward_threshold,310.7
1719:,loss,0.366,reward_mean,274.6,reward_threshold,307
1720:,loss,0.35,reward_mean,281.1,reward_threshold,306.1
1721:,loss,0.381,reward_mean,278.6,reward_threshold,307.7
1722:,loss,0.376,reward_mean,276.2,reward_threshold,307.8
1723:,loss,0.393,reward_mean,278.8,reward_threshold,309.1
1724:,loss,0.343,reward_mean,281.2,reward_threshold,309.2
1725:,loss,0.353,reward_mean,280,reward_threshold,307.3
1726:,loss,0.354,reward_mean,284.1,reward_threshold,309.5
1727:,loss,0.347,reward_mean,279.8,reward_threshold,309.8
1728:,loss,0.344,reward_mean,279,reward_threshold,309.3
1729:,loss,0.368,reward_mean,280,reward_threshold,306.8
1730:,loss,0.355,reward_mean,274.1,reward_threshold,309.2
1731:,loss,0.347,reward_mean,268.6,reward_threshold,305.4
1732:,loss,0.375,reward_mean,264.1,reward_threshold,306
1733:,loss,0.336,reward_mean,250.6,reward_threshold,302.4
1734:,loss,0.363,reward_mean,241.1,reward_threshold,303.7
1735:,loss,0.338,reward_mean,214.1,reward_threshold,303.2
1736:,loss,0.336,reward_mean,211.2,reward_threshold,300.6
1737:,loss,0.343,reward_mean,214.5,reward_threshold,301.5
1738:,loss,0.345,reward_mean,206.4,reward_threshold,302.9
1739:,loss,0.373,reward_mean,206.6,reward_threshold,304.2
1740:,loss,0.359,reward_mean,214.3,reward_threshold,302.8
1741:,loss,0.395,reward_mean,214.4,reward_threshold,306.8
1742:,loss,0.35,reward_mean,227.7,reward_threshold,302.4
1743:,loss,0.397,reward_mean,244.5,reward_threshold,303.8
1744:,loss,0.376,reward_mean,245.3,reward_threshold,303.2
1745:,loss,0.404,reward_mean,249.5,reward_threshold,303.2
1746:,loss,0.384,reward_mean,264,reward_threshold,306.6
1747:,loss,0.43,reward_mean,261.5,reward_threshold,301.6
1748:,loss,0.38,reward_mean,265,reward_threshold,304.4
1749:,loss,0.374,reward_mean,254,reward_threshold,304.1
1750:,loss,0.416,reward_mean,257.8,reward_threshold,303.8
1751:,loss,0.371,reward_mean,259.5,reward_threshold,305.6
1752:,loss,0.403,reward_mean,268,reward_threshold,302.2
1753:,loss,0.359,reward_mean,257.9,reward_threshold,302.9
1754:,loss,0.408,reward_mean,265.6,reward_threshold,301.7
1755:,loss,0.412,reward_mean,258.8,reward_threshold,299.7
1756:,loss,0.411,reward_mean,248.4,reward_threshold,301.8
1757:,loss,0.391,reward_mean,242.3,reward_threshold,300.3
1758:,loss,0.378,reward_mean,242.2,reward_threshold,303.8
1759:,loss,0.382,reward_mean,241,reward_threshold,299.8
1760:,loss,0.38,reward_mean,223.3,reward_threshold,297.4
1761:,loss,0.389,reward_mean,216.8,reward_threshold,298.1
1762:,loss,0.348,reward_mean,216.5,reward_threshold,297.4
1763:,loss,0.399,reward_mean,202.6,reward_threshold,297
1764:,loss,0.323,reward_mean,212.4,reward_threshold,300.1
1765:,loss,0.415,reward_mean,201.9,reward_threshold,294.9
1766:,loss,0.393,reward_mean,198.6,reward_threshold,293.6
1767:,loss,0.412,reward_mean,174.4,reward_threshold,291.6
1768:,loss,0.372,reward_mean,191.4,reward_threshold,293.2
1769:,loss,0.382,reward_mean,177.6,reward_threshold,289.6
1770:,loss,0.452,reward_mean,168.8,reward_threshold,286.9
1771:,loss,0.369,reward_mean,178.8,reward_threshold,294.3
1772:,loss,0.445,reward_mean,157.5,reward_threshold,285.4
1773:,loss,0.541,reward_mean,129.5,reward_threshold,196.9
1774:,loss,0.603,reward_mean,133.2,reward_threshold,196.4
1775:,loss,0.587,reward_mean,124.4,reward_threshold,195.1
1776:,loss,0.602,reward_mean,123.2,reward_threshold,191
1777:,loss,0.623,reward_mean,124.1,reward_threshold,197.1
1778:,loss,0.536,reward_mean,125.6,reward_threshold,192.9
1779:,loss,0.446,reward_mean,141.3,reward_threshold,270.5
1780:,loss,0.412,reward_mean,163.7,reward_threshold,293
1781:,loss,0.363,reward_mean,176.7,reward_threshold,302.8
1782:,loss,0.368,reward_mean,195.3,reward_threshold,292.7
1783:,loss,0.392,reward_mean,212.8,reward_threshold,297
1784:,loss,0.366,reward_mean,203.6,reward_threshold,295.5
1785:,loss,0.372,reward_mean,216.5,reward_threshold,298.1
1786:,loss,0.379,reward_mean,224.5,reward_threshold,295.6
1787:,loss,0.377,reward_mean,224.5,reward_threshold,297.7
1788:,loss,0.385,reward_mean,225.5,reward_threshold,296.9
1789:,loss,0.386,reward_mean,228.1,reward_threshold,296.9
1790:,loss,0.399,reward_mean,235.2,reward_threshold,293.4
1791:,loss,0.4,reward_mean,241.9,reward_threshold,298.8
1792:,loss,0.394,reward_mean,234.9,reward_threshold,301.8
1793:,loss,0.407,reward_mean,239.5,reward_threshold,298.9
1794:,loss,0.403,reward_mean,235.2,reward_threshold,297.9
1795:,loss,0.407,reward_mean,246.5,reward_threshold,303
1796:,loss,0.398,reward_mean,236.8,reward_threshold,298.8
